"","name_text","id","more_info","desc","emails","category","logo","fb"
"281","Fixed Gear Club at UW","grpl_8d3be74478c42c2a4892322c85f19cae","?mode=form&id=8d3be74478c42c2a4892322c85f19cae&tab=profile","It shall be the purpose of this organization to organize, promote, and have fun riding fixed gear bicycles. ",NA,"RECREATION","https://uws-community.symplicity.com/files/7e8/7e8964d2379aefc3954313921180244c.png",NA
"282","Food for Thought at UW","grpl_0f7564fe87c153472deb7b5a91ec6a76","?mode=form&id=0f7564fe87c153472deb7b5a91ec6a76&tab=profile","It shall be the purpose of this organization to provide local high and middle school students with free tutors and tutoring services that promote furthering education, in exchange for canned goods that go back to the community.",NA,"ACADEMIC","https://uws-community.symplicity.com/files/014/014941e898ed494bd312bbcb86e518a4.png",NA
"283","Food Law and Policy Association","grpl_cba05c48f7a6ebfdec6026d3261b038a","?mode=form&id=cba05c48f7a6ebfdec6026d3261b038a&tab=profile","Food law and policy is a fast-growing field of interest among law students, legal professionals, and society at large. Communities around the country and the world are searching for ways to improve the environmental, public health, and social impacts of the food system. Law students and lawyers are uniquely situated to make significant contributions to this emerging field. In response, growing numbers of law schools now offer food law and policy courses, operate student food law organizations, have undertaken clinical work related to food policy, and have hosted conferences on various food law and policy topics.","flpa@uw.edu","LAW","https://uws-community.symplicity.com/files/b65/b655c012f52ac5007d4aa99b64367005.jpg",NA
"284","Formula Motorsports","grpl_66366df4d6ea4e6855c9cc9b521d6b97","?mode=form&id=66366df4d6ea4e6855c9cc9b521d6b97&tab=profile","To design, build, and test a formula-style race car, and to compete against universities from around the world. ","uwfsae@uw.edu","ENGINEERING","https://uws-community.symplicity.com/files/c99/c99e887ae4c5da8f24b93038328d7967.jpg",NA
"285","Foster Challenge for Charity","grpl_c90aa687e33f9891429ded1f1ad203a9","?mode=form&id=c90aa687e33f9891429ded1f1ad203a9&tab=profile","Challenge for Charity (C4C) is a non-profit 501(c)(3) organization that draws on the talents, energy, and resources of MBA students from Foster School of Business to support Special Olympics, Boys and Girls Clubs, and other family-related local charities. The purpose of the organization is to develop business leaders with a lifelong commitment to community involvement and social responsibility.","fc4c@uw.edu","GRADUATE / PROFESSIONAL","https://uws-community.symplicity.com/files/13f/13f90aaa5a4c456b8429cfc5465f39f2.png",NA
"286","Foster Consulting Society","grpl_6305681bf5d10eed3cb015e3b11059b7","?mode=form&id=6305681bf5d10eed3cb015e3b11059b7&tab=profile","The Foster Consulting Society (FCS) is a student organization for Foster MBA students and with about 150 active members is one of the sthe largest MBA clubs on campus. The FCS has found success in providing student members with invaluable professional and personal development. FCS has also provided employers an engaged and talented group of students from which to recruit and hire.
The FCS offers its student members 3 distinct value propositions:
1) Education: We strive to help our members learn what consulting is, the differences between various national and local consulting organizations, and what working in consulting is like.
2) Preparation: One of our club’s most valuable resources is providing members the opportunity to prepare and practice for case interviews. Almost all consulting firms and many other organizations use case interviews as an evaluative measure of how well applicants can think about business problems. We also provide members with training in how to be a successful consultant after they land an internship or full-time job.
3) Networking: We offer events throughout the year that are hosted by consulting firms or where current consultants are invited to join. Members are given the opportunity to network with Foster alumni and others working in consulting.","uwfcs@uw.edu","BUSINESS","https://uws-community.symplicity.com/files/7e3/7e3b1d94bfe25f881ee379b235580bb9.jpg",NA
"287","Foster Evening MBA Association","grpl_f59d84e42999f6d84d416aa8b11e2048","?mode=form&id=f59d84e42999f6d84d416aa8b11e2048&tab=profile","The Evening MBAA is organized to improve the MBA student experience. In so doing, the MBAA is charged with, but not limited to:  Representing student interests to internal Foster organizations such as administration and faculty; representing student interests to organizations external to Foster such as UW administration and faculty, alumni, other graduate programs, businesses, and community organizations; promoting and enhancing the Foster brand and reputation; overseeing MBAA club establishment and ensuring that clubs provide value; promoting unity and interaction within the Foster student community.","embaa@uw.edu","GRADUATE / PROFESSIONAL","https://uws-community.symplicity.com/files/15c/15ca67147e7f9476e15b07cb461cb63a.jpg",NA
"288","Foster Level Up!","grpl_4a34f50070967acc032ce88707e4e781","?mode=form&id=4a34f50070967acc032ce88707e4e781&tab=profile","Our mission is to help Foster MBA students learn about, and establish connections within, the interactive entertainment industry. We hope to establish Foster as a source of top gaming talent.","uplevel@uw.edu","GRADUATE / PROFESSIONAL","https://uws-community.symplicity.com/files/a75/a75be16b66b374943a11a5d2fad2e0ab.png","https://www.facebook.com/groups/FosterLevelUp"
"289","Foster MBA Association","grpl_00af94a326469f6999390f19b53b97b5","?mode=form&id=00af94a326469f6999390f19b53b97b5&tab=profile","The MBA Association at the Foster School of Business is your gateway to experiencing life outside of the classroom. As a member, you will have a chance to take part in all of the student-run events and activities, and make use of the countless resources that are funded and made available by the MBAA to the Foster School of Business MBA Association.
Members of the MBAA have the option to then join additional special interest clubs, like the Finance Society, Marketing Association, and the Outdoor and Sports Industry Club, just to name a few. In addition to providing access to clubs, the MBAA is the source for dozens of other initiatives, including maintaining the student lounge, inviting speakers, recognizing outstanding students and faculty, throwing our world-famous TG’s, printing student business cards, managing a new idea fund, facilitating networking opportunities internally and through alumni outreach, and many other things, both big and small.","mbaa@uw.edu","GRADUATE / PROFESSIONAL","https://uws-community.symplicity.com/files/747/7479cf35d52b26e6f68422d1af8200cf.jpg",NA
"290","Foster MBA Finance Society","grpl_785683f79d733c7525794d438d6f839d","?mode=form&id=785683f79d733c7525794d438d6f839d&tab=profile","The Foster MBA Finance Society is a club for students interested in the world of finance and pursuing a career in the field. We add value to our members through networking opportunities, student and alumni panels, corporate guest speakers, West Coast company visits, recruiter information sessions, and interview preparation.",NA,"BUSINESS","https://uws-community.symplicity.com/files/e3b/e3b8d34ace644a185a524608b6092721.png","https://www.facebook.com/groups/MBAFinanceSociety/"
"291","Frameworld","grpl_31af5a82e3d720acf15e55ef184af59a","?mode=form&id=31af5a82e3d720acf15e55ef184af59a&tab=profile","Being a student-governed media organization, FW aims to establish a platform where students and scholars alike can express their views of the world freely. Our goal is that, via the platform of FW, our opinions, our ideas and our creations can be appreciated by a larger base of audience. Currently, our focuses
are topics regarding subculture, music and movies, visual arts and enjoyments, academics and technology.","framewrd@uw.edu","SPECIAL INTEREST","https://uws-community.symplicity.com/files/4ac/4ac99c83347913603dd620fb6412e831.jpg",NA
"292","Free Radicals Chemistry Club and the E Chapter of F<U+039B><U+0395> Chemistry Honorary Society","grpl_a805457b1d93dd9fe08a8b5f2dcb9a1c","?mode=form&id=a805457b1d93dd9fe08a8b5f2dcb9a1c&tab=profile","This is a joint organization to coordinate service and social activities for students interested in chemistry or biochemistry.","radicals@uw.edu","SCIENCES","https://uws-community.symplicity.com/files/d27/d27abc47f24182e18a95b28ae3e8df19.png","https://www.facebook.com/UWRadicals"
"293","French Club at UW","grpl_dcf79728741f7a681f944ccf79f98c93","?mode=form&id=dcf79728741f7a681f944ccf79f98c93&tab=profile","The French Club at the University of Washington strives to promote a nurturing environment where students of all levels can practice speaking French in an informal setting while making connections with other French-speaking people and gaining a deeper understanding of French/Francophone culture.","parlons@uw.edu","CULTURAL / INTERNATIONAL","https://uws-community.symplicity.com/files/de2/de2a3af9b95314f9ef283ac000162caf.png","French Club at UW"
"294","Friends of the Jacob Lawrence Gallery","grpl_0c947a38eb99f9ee4b9e39df4c901377","?mode=form&id=0c947a38eb99f9ee4b9e39df4c901377&tab=profile","It shall be the purpose of this organization to promote dialogue and debate around contemporary art.",NA,"SPECIAL INTEREST","https://uws-community.symplicity.com/files/b1c/b1cde840d55d60eb3f0116448afbe29c.jpg","Friends of the Jake"
"295","Furmata A Cappella","grpl_7b048029b166d256242e6d742a1f68bb","?mode=form&id=7b048029b166d256242e6d742a1f68bb&tab=profile","The purpose of Furmata is to bring together music lovers by celebrating and performing high caliber a cappella music. We perform at concerts, competitions, and festivals.","furmata@uw.edu","PERFORMING","https://uws-community.symplicity.com/files/b30/b30463e3e7cca53b1e7e6375631fe11f.png","https://www.facebook.com/UW.Furmata"
"296","Futsal @ UW","grpl_b330b514d380905a4ea3cf22778e6438","?mode=form&id=b330b514d380905a4ea3cf22778e6438&tab=profile","Blessing the UW community with the majestic demonstration of leadership and teamwork while making life-long friendships through the sport of futsal. ","indrsocr@uw.edu","SPORTS","https://uws-community.symplicity.com/files/b2c/b2ce0370863c466a2723773c8e2b508a.png","https://www.facebook.com/groups/997936796929896/"
"297","Future Business Leaders of America-Phi Beta Lambda","grpl_8d0b08c9c05250408c81cad75cd88836","?mode=form&id=8d0b08c9c05250408c81cad75cd88836&tab=profile","Our mission is to bring business and education together in a positive working relationship through innovative leadership and career development programs.","fblapbl@uw.edu","BUSINESS","https://uws-community.symplicity.com/files/2a0/2a01e7275a723ab4717a209f3852a926.png","FBLA PBL at the University of Washington"
"298","Future Nurses Club at the University of Washington","grpl_af87dc1060f0e760b96877f01f873a5e","?mode=form&id=af87dc1060f0e760b96877f01f873a5e&tab=profile","Our mission is to provide mentorship as current UW Nursing students to undergraduate students, especially underserved and underrepresented individuals, who have not yet been admitted to the nursing program.",NA,"HEALTH SCIENCES","https://uws-community.symplicity.com/images/gallerygraphics/group_img.png","https://www.facebook.com/Future-Nurses-Club-at-the-University-of-Washington-215595948977320/"
"299","Game Development Club","grpl_9856fa9f566bed5d3fe41fc28c50a342","?mode=form&id=9856fa9f566bed5d3fe41fc28c50a342&tab=profile","The goal for this organization is to promote and support the development of independent video games at the University of Washington.","uwgamedevc@uw.edu","ENGINEERING","https://uws-community.symplicity.com/files/896/8965a37ecdf5f3f3f4d80fa0e71f733f.png","https://www.facebook.com/groups/uwgamedevc/?multi_permalinks=1699593256719371&ref=notif&notif_t=group_activity&notif_id=1491326649844746"
"300","Gamma Alpha Omega Sorority, Incorporated","grpl_e8e6256deca40f0fe49abed51ecaa358","?mode=form&id=e8e6256deca40f0fe49abed51ecaa358&tab=profile","To empower woman through the bond of sisterhood and community service, while educating them on the pillars of honesty, integrity, leadership, scholarship and unity.","gaouw@uw.edu","FRATERNITIES & SORORITIES - UGC","https://uws-community.symplicity.com/files/b4e/b4e28a46a1478bc0dcd828383d17465a.jpg","www.facebook.com/genuinegammasuw"
